property_id,purpose,type,added_on,furnishing,price,location,bed_bath_size,agent_name,img_url,breadcrumbs,amenities,description
Bayut - 10471-TSNQYk,For Rent,Villa,16 August 2023,Unfurnished,"{'currency': 'AED', 'amount': '250,000'}","Al Barsha 2, Al Barsha, Dubai","{'bedrooms': '5 Beds', 'bathrooms': '7 Baths', 'size': '15,000 sqft'}",Saifullah Faiz,https://images.bayut.com/thumbnails/434337924-800x600.jpeg,"['Dubai Villas', 'Al Barsha', 'Al Barsha 2', 'Bayut - 10471-TSNQYk']","['Parking Spaces', ': 4', 'Maids Room', 'Double Glazed Windows', 'Prayer Room', 'Parking Spaces', ': 4', 'Double Glazed Windows', 'Prayer Room', 'Lawn or Garden', 'Barbeque Area', 'Broadband Internet', 'Intercom', 'Maids Room']","[""Gold Mile Proeprties is pleased to offer you a newly renovated 5 Bedroom plus Maid's Room and Store Room Villa for Rent in Al Barsha 2. "", ' ', '● 5 bedroom villa', '● 15000 square feet', '● Large living and dining spaces', '● Spacious Maid’s room with built in wardrobe', '● Laundry room', '● High-end fittings', '● Private Pool', '● Outside 1 rooms for Drivers ', '● Double garage with overhead automatic door', '● Spacious backyard(Customized Garden at your own)', '● En-suite bathrooms(In all rooms)', '● Built-in wardrobes ', 'Rent Details please contact us for more flexible payments. ', 'For Viewing or more details please feel free to contact', 'MR: SAIFULLAH  ', ""GOLD MILE PROEPRTIES  is a leading award-winning real estate company with a collective experience of 12 plus years in the Dubai Market. Our main motto is to satisfy our customer's property needs with our in-depth knowledge, Experience & Expertise.""]"
Bayut - PMAF-R-51432,For Rent,Apartment,23 August 2023,Furnished,"{'currency': 'AED', 'amount': '45,000'}","Candace Acacia, Al Furjan, Dubai","{'bedrooms': 'Studio', 'bathrooms': '1 Bath', 'size': '376 sqft'}",Victoria Dewar,https://images.bayut.com/thumbnails/440532641-800x600.jpeg,"['Dubai Apartments', 'Al Furjan', 'Candace Acacia', 'Bayut - PMAF-R-51432']","['Balcony or Terrace', 'Swimming Pool', 'Centrally Air-Conditioned', 'Central Heating', 'Centrally Air-Conditioned', 'Central Heating', 'Balcony or Terrace', 'Gym or Health Club', 'Swimming Pool']","['Exclusive Links Real Estate Brokers is delighted to offer this Property Managed studio apartment for rent in Candace Acacia, Al Furjan. This light, bright studio is in a great tower with a large pool, sundecks, BBQ area and gym. It is also walking distance to the metro and a supermarket . Call today to view. Ready End of October. ', 'About the property:', '-Stunning views', '-High finish', '-Modern furnishings', '-24 Hour security', '-Large gym & swimming pool', '-Balcony', '------- Development Details -------', 'Al Furjan\xa0is a residential property development near Jebel Ali in the United Arab Emirates. Nakheel is the master developer of this project. The Al Furjan development will comprise four specific villages: North, South, East and West, that will share the same streetscape designs, a network of pathways and access to amenities. Each village will have its own distinct characteristics that compliment the other and create a balanced variety of experiences. ', 'The project includes 4,000 houses, apartments, hotels and commercial properties and mixed-use plots. \xa0Altogether it contains 860 residential property units. Half of these are terraced houses and the remainder is spacious three, five and six-bedroom villas. The\xa0Al Furjan properties\xa0have been crafted to satisfy every modern need and practical comfort. By offering a large number of home types and floor plans, Al Furjan meets the needs of small and large families, delivering customised homes. ', 'The property development sits in a prime location at the southern end of ‘New Dubai’, off Sheikh Zayed Road. It is conveniently close to both Ibn Battuta Mall and Discovery Gardens, with easy access back towards Dubai Marina and the central core of Dubai.']"
Bayut - L-216760,For Rent,Villa,1 August 2023,Unfurnished,"{'currency': 'AED', 'amount': '365,000'}","Sidra 2, Sidra Villas, Dubai Hills Estate, Dubai","{'bedrooms': '3 Beds', 'bathrooms': '4 Baths', 'size': '4,604 sqft'}",Jackson Crosland,https://images.bayut.com/thumbnails/423171211-800x600.jpeg,"['Dubai Villas', 'Dubai Hills Estate', 'Sidra Villas', 'Sidra 2', 'Bayut - L-216760']",[],"['3 Bedrooms + Study | Single Row | Available Now', '- 3 Bedrooms + Maids', '- Extended to add a study downstairs', '- Single Row', '- Landscaped', '- Ref: L', '- Agent Name: Jackson Crosland ', '. ', 'Allsopp & Allsopp are delighted to present this 3-bedroom standalone villa in the prestigious Sidra development in Dubai Hills.  The ground floor comprises an open-plan kitchen, living and dining area asbathroom. The property has been extended to add a study or potential 4th bedroom downstairs. ', 'On the first floor, you will find a spacious family room and bedrooms 2 and 3 which are joined by a jack-and-jill style bathroom. The large master bedroom is complete with an en-suite and a walk-in closet but also a large balcony. ', 'The villa sits on a large plot and has covered parking for two cars. ', 'Please Call \u202cJackson Crosland ', ' for more information or to arrange a viewing. ', 'Please note all measurements and information are given to the best of our knowledge. Allsopp & Allsopp accept no liability for any incorrect details.']"
Bayut - ATH-R-1643,For Rent,Apartment,4 September 2023,Unfurnished,"{'currency': 'AED', 'amount': '139,500'}","Sunset 3, Sunset at Creek Beach, Dubai Creek Harbour, Dubai","{'bedrooms': '2 Beds', 'bathrooms': '2 Baths', 'size': '1,072 sqft'}",,https://images.bayut.com/thumbnails/452560750-800x600.jpeg,"['Dubai Apartments', 'Dubai Creek Harbour', 'Sunset at Creek Beach', 'Sunset 3', 'Bayut - ATH-R-1643']","['Balcony or Terrace', 'Parking Spaces', ': 1', 'View', 'Centrally Air-Conditioned', 'Parking Spaces', ': 1', 'Centrally Air-Conditioned', 'Balcony or Terrace', 'Lobby in Building', 'Service Elevators', 'Reception/Waiting Room', 'Barbeque Area', 'CCTV Security', 'Laundry Room', 'Broadband Internet', 'View']","['ARTHA REALTY is pleased to offer this brand new, magnificent two-bedroom apartment in Sunset at The Creek Beach Harbour (The Lagoons) with a bright elegant living and dining area. ', 'Apartment Key Features:', '- 2 Bedrooms', '- 2 Bathroom', '- Open plan living kitchen / dining area', '- Landry space', '- Built in wardrobes', '-1 Parking space. ', 'Creek Beach Sunset another new launch of Emaar Properties, explore from luxury waterfront residences combination of both urban and beach sense in UAE one of the most wanted destinations. ', 'The complex offers breath-taking views of the Creek harbour, waterfront, and elegant skyscrapers, as well as walkable streets and ample green space, providing an unforgettable living experience for its residents. ', 'NEARBY LOCATIONS:', ""- 5 minutes' walk to the Creek Beach"", '- 10 minutes to Downtown/Dubai Mall', '- 15 minutes to the international airport', 'Price Details:', '150,000/- AED', 'Security Deposit: 10% of rental value. ', 'Reach out for more details about the property or to schedule a viewing,', 'Please contact: Miss Javeria', 'Instagram: @miss_property_finder', 'mobile: ']"
Bayut - L-216663,For Rent,Villa,18 August 2023,Unfurnished,"{'currency': 'AED', 'amount': '350,000'}","Sidra 3, Sidra Villas, Dubai Hills Estate, Dubai","{'bedrooms': '3 Beds', 'bathrooms': '4 Baths', 'size': '3,100 sqft'}",Jackson Crosland,https://images.bayut.com/thumbnails/436127345-800x600.jpeg,"['Dubai Villas', 'Dubai Hills Estate', 'Sidra Villas', 'Sidra 3', 'Bayut - L-216663']","['Balcony or Terrace', 'Lawn or Garden']","['3 Bedrooms | Available Now | Close To Pool', '- 3 Bedroom', '- Unfurnished', '- Sidra 3', '- Vacant Now', '- Back to Back', '- Landscaped', '- Maids Room', '- Ref: L', '- Agent Name: Jackson Crosland ', 'The ground floor consists of an open plan kitchen, living and dining area, bathroom and maids room. ', 'On the first floor you will find 3 spacious bedrooms, all with access to an en-suite bathroom. The large master bedroom and is complete with not only an en-suite and a walk in closet but also a large balcony so you can sit and relax. ', 'This unit is in excellent location and must be seen to be appreciated. ', 'The villa sits on a large plot and has covered parking for two cars. ', 'Tenants interested in taking a managed property by Allsopp & Allsopp, call now to find out more. ', 'Please Call \u202cJackson Crosland ', ' for more information or to arrange a viewing. ', 'Please note all measurements and information are given to the best of our knowledge. Allsopp & Allsopp accept no liability for any incorrect details.']"
Bayut - 3253-Vl-R-1966,For Rent,Villa,6 December 2022,Unfurnished,"{'currency': 'AED', 'amount': '190,000'}","Condor Castle, JVC District 10, Jumeirah Village Circle (JVC), Dubai","{'bedrooms': '4 Beds', 'bathrooms': '6 Baths', 'size': '1,856 sqft'}",,https://images.bayut.com/thumbnails/447528230-800x600.jpeg,"['Dubai Villas', 'Jumeirah Village Circle (JVC)', 'JVC District 10', 'Condor Castle', 'Bayut - 3253-Vl-R-1966']",[],"[' is proud to offer you this amazing 2 Bedroom Villa in Condor Castle. ', 'Condor Castle is a mid-rise residential building in District 10 of Jumeirah Village Circle (JVC). It offers 1 and 2-bedroom apartments and is a project by Condor Group. Jumeirah Village Circle is a part of the family-friendly projects by Nakheel in Dubai. The calm ambience, gardens and canals in the neighbourhood bring a sense of serenity. There is a mix of villas, townhouses and apartments available that are equipped with modern amenities. ', 'Call us - Mr. Akram - Property Consultant', 'A privately-owned real estate company in Dubai certified by RERA. We have an extensive portfolio of residential and commercial and offer a wide range of services to local and foreign investors. We also provide a personalized service tour to our clients and pride ourselves on our industry knowledge, integrity, and professional approach to our real estate services.']"
Bayut - L-213131,For Rent,Apartment,30 May 2023,Furnished,"{'currency': 'AED', 'amount': '220,000'}","Golf Suites, Dubai Hills Estate, Dubai","{'bedrooms': '2 Beds', 'bathrooms': '2 Baths', 'size': '1,118 sqft'}",Jackson Crosland,https://images.bayut.com/thumbnails/388312969-800x600.jpeg,"['Dubai Apartments', 'Dubai Hills Estate', 'Golf Suites', 'Bayut - L-213131']",['Balcony or Terrace'],"['Fully Furnished | Brand New | Golf Course Views', '- 2 Bedrooms', '- 2 Bathrooms', '- 2 balconies', '- 1,118 sq ft', '- Fully Furnished', '- Two communal swimming pools', '- Brand new', '- Reference: L', '- Agent Jackson Crosland ', '. ', 'Allsopp & Allsopp are delighted to bring to market this fully furnished 2 bedroom apartment in the brand new development of Golf Suites in Dubai Hills. This apartment is furnished to a very high standard throughout, featuring a large, open plan living and dining room area. ', 'Two generously sized bedrooms both feature fitted wardrobes, with the master bedroom benefitting from an en-suite bathroom. A further family bathroom can be found in the hallway, along with a laundry cupboard. ', 'The development benefits from two swimming pools, one being a rooftop infinity pool, as well as a highly equipped gym. Viewing is highly recommended to avoid disappointment. ', 'Please note all measurements and information are given to the best of our knowledge. Allsopp & Allsopp accept no liability for any incorrect details.']"
Bayut - 102164-MtpIM6,For Rent,Apartment,24 August 2023,Unfurnished,"{'currency': 'AED', 'amount': '120,000'}","Mulberry 1 Building A1, Mulberry 1, Park Heights, Dubai Hills Estate, Dubai","{'bedrooms': '1 Bed', 'bathrooms': '2 Baths', 'size': '909 sqft'}",Muhammad Umair,https://images.bayut.com/thumbnails/441635191-800x600.jpeg,"['Dubai Apartments', 'Dubai Hills Estate', 'Park Heights', 'Mulberry 1', 'Mulberry 1 Building A1', 'Bayut - 102164-MtpIM6']","['Balcony or Terrace', 'Parking Spaces', ': 1', 'Swimming Pool', 'Centrally Air-Conditioned', 'Parking Spaces', ': 1', 'Centrally Air-Conditioned', 'Central Heating', 'Double Glazed Windows', 'Balcony or Terrace', 'Lobby in Building', 'Service Elevators', 'Reception/Waiting Room', 'Gym or Health Club', 'Swimming Pool', 'Kids Play Area', 'Lawn or Garden', 'Security Staff', 'CCTV Security', '24 Hours Concierge']","['House & Hedges Real Estate is pleased to offer this 1 Bedroom Apartment in Mulberry 1 Building A1, Dubai Hills Estate. ', 'Details:', '- 1 Bedroom ', '- 2 Bathroom ', '- Size: 909sqft', '- Balcony ', '- Built-in Wardrobes ', 'Mulberry Park Heights is a project from the developer Emaar Properties. Mulberry Park Heights is located in the new Dubai Hills Estate. The complex consists of eight buildings with a height of seven floors. All buildings, public areas and the parking area have 24-hour security with video surveillance. ', 'Price Details:', '120,000/- AED ', 'Cheque: 4 ', 'Security Deposit: 5% of rental value. ', 'Reach out to our team at House & Hedges Real Estate, for more details about the property or to schedule a viewing, ', 'Please contact: Mr. Hafiz Umair. ', 'We are more than happy to serve you. ', 'Thank you for choosing House & Hedges Real Estate.']"
Bayut - DUB190146,For Rent,Townhouse,31 August 2023,Unfurnished,"{'currency': 'AED', 'amount': '200,000'}","Haven Villas, JVC District 10, Jumeirah Village Circle (JVC), Dubai","{'bedrooms': '3 Beds', 'bathrooms': '4 Baths', 'size': '1,715 sqft'}",Sophie Rudland,https://images.bayut.com/thumbnails/448097246-800x600.jpeg,"['Dubai Townhouses', 'Jumeirah Village Circle (JVC)', 'JVC District 10', 'Haven Villas', 'Bayut - DUB190146']",['Balcony or Terrace'],"['Three Bedroom | Townhouse | Modern Style', '- Three Bedrooms ', '- Four Bathrooms', '- Fantastic Location', '- Modern, Bright + Light', '- Large Balconies', '- Unfurnished', '- Rooftop Terrace', '- 1,715 Sq. Ft. ', '- Listing ID: DUB', '- Agent: Sophie Rudland, Contact Number ', 'Allsopp & Allsopp are delighted to present this stunning three bedroom townhouse in the fantastic location at Haven Villas, Jumeirah Village Circle. With an extra outdoor area this is a perfect family home. ', 'As you enter the townhouse, there is a well maintained garden to the front behind a gated door. The downstairs consists of a modern, light and bright well maintained open plan living, dining and kitchen area. Access to the rear with two covered parking spaces; also downstairs is the maids room, storage room and guest bathroom. The property is G+2; each bedroom has large built-in wardrobes and ensuite bathrooms.  ', 'Please note all measurements and information are given to the best of our knowledge. Allsopp & Allsopp accept no liability for any incorrect details.']"
Bayut - SUP164310,For Rent,Villa,21 July 2023,Unfurnished,"{'currency': 'AED', 'amount': '160,000'}","The Springs 14, The Springs, Dubai","{'bedrooms': '2 Beds', 'bathrooms': '3 Baths', 'size': '1,690 sqft'}",,https://images.bayut.com/thumbnails/414198317-800x600.jpeg,"['Dubai Villas', 'The Springs', 'The Springs 14', 'Bayut - SUP164310']",[],"['2 Bedroom Type 4M in Springs 14', '- Type 4M', '- Springs 14', '- Bright', '- Landscaped garden', '- 2 Bedroom', '- Study', '- 1,690 Sq. ft BUA', '- 2.233 Sq. ft Plot', '- Close to Pool and Park', '- Reference: SUP', '- Agent: Callum Wallace on ', 'New to the market is this well finished 2 bedroom middle unit in Springs 14. The property is available for rent as of early August. The property is located close to the pool and park, in a quiet location and only a minute walk to the community centre. Downstairs, an open kitchen with living / dining room, study and a laundry room and storage at the back with direct access from outside, upstairs 2 en-suite bedrooms', 'Property Reference SUP', 'Tenants, interested in taking a managed property by Allsopp & Allsopp, call now to find out more', 'Please contact our Office on ', ', alternatively visit our website www. allsoppandallsopp. com. ', 'Please note all measurements and information are given to the best of our knowledge. Allsopp & Allsopp accept no liability for any incorrect details.']"
Bayut - L-215208,For Rent,Villa,15 July 2023,Unfurnished,"{'currency': 'AED', 'amount': '2,200,000'}","Sector E, Emirates Hills, Dubai","{'bedrooms': '6 Beds', 'bathrooms': '6 Baths', 'size': '15,896 sqft'}",,https://images.bayut.com/thumbnails/410601198-800x600.jpeg,"['Dubai Villas', 'Emirates Hills', 'Sector E', 'Bayut - L-215208']",['Swimming Pool'],"['6 Bedroom | Lake Facing | Available Now', '- Six Bedrooms', '- Lake View', '- Maids Room', '- Elevator', '- BUA 15,896 Sq. Ft. ', '- Plot 21,417 Sq Ft', '- Private Pool', '- Upgraded', '- Reference: L', '- Agent: Callum Wallace on ', 'Allsopp and Allsopp are delighted to present to the market this beautiful five bedroom mansion in Emirates Hills. ', ""The stunning custom built six bedroom villa sits right in the heart of Dubai's most exclusive community. The downstairs of the property boasts a large open hallway with high ceilings, three reception areas, two kitchens, guest bedroom and downstairs office. To the first floor you will find an upstairs study, three further double bedrooms and a master suite. "", 'The gated property sits on a huge plot of land and comes with its own private swimming pool', 'Tenants interested in taking a managed property by Allsopp & Allsopp, call now to find out more. ', 'Please note all measurements and information are given to the best of our knowledge. Allsopp & Allsopp accept no liability for any incorrect details.']"
Bayut - L-218339,For Rent,Apartment,23 August 2023,Unfurnished,"{'currency': 'AED', 'amount': '57,000'}","La Riviera Estate A, La Riviera Estates, JVC District 10, Jumeirah Village Circle (JVC), Dubai","{'bedrooms': '1 Bed', 'bathrooms': '2 Baths', 'size': '682 sqft'}",Sophie Rudland,https://images.bayut.com/thumbnails/440511894-800x600.jpeg,"['Dubai Apartments', 'Jumeirah Village Circle (JVC)', 'JVC District 10', 'La Riviera Estates', 'La Riviera Estate A', 'Bayut - L-218339']",['Balcony or Terrace'],"['One Bedroom | Great Location | Vacant Now', '- One Bedroom', '- Two Bathrooms', '- Balcony', '- Unfurnished', '- Ground Floor', '- Swimming Pool And Gymnasium', '- 682 Sq. Ft. ', '- Property Reference - L', '- Agent: Sophie Rudland on ', 'Allsopp & Allsopp Real Estate are delighted to present this spacious, one-bedroom apartment in La Riviera Estate, Jumeirah Village Circle. ', 'As you enter the modern; ground floor apartment there is the guest bathroom on your left and semi closed kitchen on the right; which includes oven. There is a laundry space and then your open plan living and dining area. The bedroom offers access to the balcony; built-in wardrobe space and a large ensuite bathroom. ', 'Alternatively visit our website www. allsoppandallsopp. com', 'Please call Sophie Rudland on ', ' for more information or to arrange a viewing. ', 'Please note all measurements and information are given to the best of our knowledge. Allsopp & Allsopp accept no liability for any incorrect details.']"
Bayut - L-217095,For Rent,Apartment,4 August 2023,Furnished,"{'currency': 'AED', 'amount': '55,000'}","Regent House 1, Regent House, Uptown Motor City, Motor City, Dubai","{'bedrooms': 'Studio', 'bathrooms': '1 Bath', 'size': '623 sqft'}",Karishma Patel,https://images.bayut.com/thumbnails/424103949-800x600.jpeg,"['Dubai Apartments', 'Motor City', 'Uptown Motor City', 'Regent House', 'Regent House 1', 'Bayut - L-217095']",['Balcony or Terrace'],"['Furnished Studio Apartment Located In Uptown Motor City Available Now. ', '- Studio Apartment', '- Available Now', '- 623 Sq. Ft. ', '- Balcony', '- White Goods Included', '- Parking Space', '- Agent: Karishma Patel on ', 'Spread over 623 square feet, this well maintained furnished studio apartment includes an open plan kitchen, with all white goods, a spacious living and bedroom area with built in wardrobes and a balcony overlooking the community. One parking space is also included. Residents will have access to all six of the community pools and gyms. ', 'Property Reference: L', 'For further details or to arrange a viewing appointment please contact our Head Office on ', ', alternatively visit our website www. allsoppandallsopp. com. ', 'Please call Karishma Patel on ', ' for more information or to arrange a viewing. ', 'Please note all measurements and information are given to the best of our knowledge. Allsopp & Allsopp accept no liability for any incorrect details.']"
Bayut - axc-3964019,For Rent,Apartment,21 July 2023,Unfurnished,"{'currency': 'AED', 'amount': '105,000'}","Acacia A, Acacia, Park Heights, Dubai Hills Estate, Dubai","{'bedrooms': '1 Bed', 'bathrooms': '1 Bath', 'size': '727 sqft'}",Maged Shalaby,https://images.bayut.com/thumbnails/417735280-800x600.jpeg,"['Dubai Apartments', 'Dubai Hills Estate', 'Park Heights', 'Acacia', 'Acacia A', 'Bayut - axc-3964019']","['Balcony or Terrace', 'Parking Spaces', 'View', 'Centrally Air-Conditioned', 'Parking Spaces', 'Centrally Air-Conditioned', 'Balcony or Terrace', 'Barbeque Area', 'Laundry Room', 'Satellite/Cable TV', 'Intercom', 'View']","['AX CAPITAL Real Estate is offering to the market this amazing apartment at Acacia A, Dubai Hills Estate. ', 'Property Details:', '- 1 Bedroom', '- 726.56 sqft', '- Available now', '- Chiller free', '- Allocated covered parking space', '- Reference No. axc', '- Agent: Maged Shalaby - ', 'What a great rental opportunity in the heart of Dubai. Excellent, spacious apartment in the prestigious Dubai Hills area. \xa0', 'Further benefits include an intercom, 24-hour concierge and security, underground parking, and a communal swimming pool. Dubai Hills is a vibrant and highly demanded residential community at the moment. There are loads of parks, restaurants, coffee bars, and an excellent shopping center in this peaceful community. ', 'Alternatively, visit our website, where you will find an extensive selection of properties available both for sale and rent. \xa0', 'Ask us about:', '* Off-Plan', '* Secondary Sales and Info', '* Property Management', '* Interior Design (Ax Design)', '* Exclusive Off-Plan', '* Short-Term Let']"
Bayut - JI C13 V05,For Rent,Villa,21 March 2023,Unfurnished,"{'currency': 'AED', 'amount': '585,000'}","Cluster 13, Jumeirah Islands, Dubai","{'bedrooms': '4 Beds', 'bathrooms': '4 Baths', 'size': '10,640 sqft'}",,https://images.bayut.com/thumbnails/451783422-800x600.jpeg,"['Dubai Villas', 'Jumeirah Islands', 'Cluster 13', 'Bayut - JI C13 V05']","['Balcony or Terrace', 'Parking Spaces', ': 2', 'Maids Room', 'Swimming Pool', 'Parking Spaces', ': 2', 'Centrally Air-Conditioned', 'Storage Areas', 'Study Room', 'Balcony or Terrace', 'Gym or Health Club', 'Swimming Pool', 'Lawn or Garden', 'Barbeque Area', 'Maintenance Staff', 'Security Staff', 'Maids Room']","['Genuine Listing !!', 'Jumeirah Island - Most sought after location in Dubai. ', 'Entire Cluster exclusively managed by Dubai Waterfront Properties', 'Garden Hall - Rare to Find!', 'Private swimming pool and amazing sights of the lake ', 'Full 5* Maintenance Package inclusive of rent!', 'Newly refurbished, new paint, new grouting, new silicon etc. ', 'Call today to make an offer', '4 Bedroom spacious villa with study and maids room', 'Open plan living room with separate dining area', 'Full marble flooring', 'Closed modern kitchen', 'Beautifully manicured and maintained garden', '2 remote control covered car parks + extra car parks outside', 'Access to Jumeirah Island club and all its facilities', 'Property is in excellent condition with full maintenance done in the property including but not limited to: Painting, AC Cleaning, Grouting, Deep Clean, Acidic cleaning of the floor etc', 'Full major maintenance is covered by the landlord', 'EXCLUSIVE to Dubai Waterfront Properties - Established 2005, one of the most successful and respected real estate firm in Dubai. ', 'Call for more information, to arrange a viewing or to make an offer. ', 'Rent is 585,000/- per annum', '+5% security deposit', '+5% agency fee', 'DWP']"
Bayut - L-210946,For Rent,Apartment,18 July 2023,Unfurnished,"{'currency': 'AED', 'amount': '65,000'}","Joya Verde Residences, JVC District 11, Jumeirah Village Circle (JVC), Dubai","{'bedrooms': '1 Bed', 'bathrooms': '1 Bath', 'size': '666 sqft'}",Sophie Rudland,https://images.bayut.com/thumbnails/412345487-800x600.jpeg,"['Dubai Apartments', 'Jumeirah Village Circle (JVC)', 'JVC District 11', 'Joya Verde Residences', 'Bayut - L-210946']",['Balcony or Terrace'],"['One Bedroom | Upgraded | Vacant August', 'Fully Upgraded One Bedroom Apartment In Joya Verde', '- One Bedroom', '- One Bathroom', '- Pool View Unit', '- Unfurnished', '- 666 Sq. ft Plot', '- Fully Upgraded Throughout', '- Great Location', '- Reference: L', '- Agent: Sophie Rudland ', 'Allsopp & Allsopp Real Estate are delighted to exclusively present this newly upgraded one bedroom apartment in Joya Verde, Jumeirah Village Circle. The apartment is spacious and is over 666 Sqft. ', 'Upgrades include an Italian kitchen with integrated appliances, upgraded flooring, upgraded and water proofed bathroom along with modern European interior design throughout. As you enter the property the bathroom is on the left and then you enter into the open plan living, dining and kitchen area. The kitchen offers lots of cupboard and worktop space. The spacious bedroom offers plenty of light and built-in wardrobe space. ', 'Please note all measurements and information are given to the best of our knowledge. Allsopp & Allsopp accept no liability for any incorrect details']"
Bayut - L-213087,For Rent,Villa,4 July 2023,Unfurnished,"{'currency': 'AED', 'amount': '205,000'}","Sun, Arabian Ranches 3, Dubai","{'bedrooms': '4 Beds', 'bathrooms': '3 Baths', 'size': '2,433 sqft'}",Kelly Romani,https://images.bayut.com/thumbnails/401619957-800x600.jpeg,"['Dubai Villas', 'Arabian Ranches 3', 'Sun', 'Bayut - L-213087']","['Balcony or Terrace', 'Lawn or Garden']","['Allsopp & Allsopp are delighted to offer this brand new property in Arabian Ranches 3, Sun. The garden has been landscaped so the new occupant can enjoy the space from the moment they move in. The property is in a great location, close by to the pool and park within the community. ', 'Property details:', '- 4 Bedrooms', '- Ensuite to Master', '- Maids + Ensuite', '- Open Plan Living', '- Single Row', '- 2 Balconies', '- BUA 2,433', '- PLOT 2,656', '- Agent: Kelly Romani ', 'Property Reference: L', 'Tenants interested in taking a managed property by Allsopp & Allsopp, call now to find out more. ', 'For further details or to arrange a viewing appointment please contact our Head Office on ', ', alternatively visit our website www. allsoppandallsopp. com where you will find an extensive selection of properties available both for sale and for rent. ', 'Please call Kelly Romani ', ' for more information. ', 'Please note all measurements and information are given to the best of our knowledge. Allsopp & Allsopp accept no liability for any incorrect details.']"
